,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-29,Sat,Community Shield,FA Community Shield,Neutral,D 1 (4)–1 (5),Liverpool,Arsenal,N,,38,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/1f445267/Arsenal-Liverpool-August-29-2020-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Premier League,Matchweek 1,Home,W 4–3,Liverpool,Leeds United,N,RM,25,0,0,0,0,0,0,0,0,24.0,0.0,0,2.0,0.0,0.0,0.0,3.0,0.0,16.0,20.0,80.0,4.0,21.0,2.0,1.0,0.0,/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-24,Thu,EFL Cup,Third round,Away,W 7–2,Liverpool,Lincoln City,Y,CM,90,2,0,0,0,5,3,0,0,,,2,,,,,,,,,,,,,,,/en/matches/25f4d180/Lincoln-City-Liverpool-September-24-2020-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-01,Thu,EFL Cup,Fourth round,Home,D 0 (4)–0 (5),Liverpool,Arsenal,Y,CM,90,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4235190c/Liverpool-Arsenal-October-1-2020-EFL-Cup,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 2–7,Liverpool,Aston Villa,N,LM,30,0,0,0,0,0,0,0,0,19.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,17.0,88.2,3.0,16.0,1.0,1.0,1.0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,0.0,0.8333333333333334,0.7738095238095237
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-21,Wed,Champions Lg,Group stage,Away,W 1–0,eng Liverpool,nl Ajax,Y,LM,45,0,0,0,0,1,1,0,0,32.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,88.9,2.0,27.0,1.0,2.0,2.0,/en/matches/51c298ad/Ajax-Liverpool-October-21-2020-Champions-League,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-31,Sat,Premier League,Matchweek 7,Home,W 2–1,Liverpool,West Ham,Y,RM,69,0,0,0,0,1,1,0,0,93.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,81.0,89.0,91.0,8.0,74.0,1.0,2.0,1.0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,1.0,0.5,0.5476190476190476
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-03,Tue,Champions Lg,Group stage,Away,W 5–0,eng Liverpool,it Atalanta,Y,RM,90,0,1,0,0,1,1,1,0,86.0,1.0,1,2.0,0.1,0.1,0.5,4.0,2.0,71.0,76.0,93.4,6.0,62.0,2.0,3.0,2.0,/en/matches/687460ab/Atalanta-Liverpool-November-3-2020-Champions-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-22,Sun,Premier League,Matchweek 9,Home,W 3–0,Liverpool,Leicester City,Y,RM,90,0,0,0,0,1,1,0,0,81.0,1.0,0,0.0,0.1,0.1,0.1,3.0,0.0,66.0,72.0,91.7,7.0,63.0,1.0,0.0,0.0,/en/matches/cc230451/Liverpool-Leicester-City-November-22-2020-Premier-League,1.0,1.0,0.9230769230769232
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-25,Wed,Champions Lg,Group stage,Home,L 0–2,eng Liverpool,it Atalanta,Y,RM,90,0,0,0,0,0,0,0,0,83.0,4.0,1,0.0,0.0,0.0,0.0,2.0,0.0,65.0,69.0,94.2,7.0,59.0,3.0,0.0,0.0,/en/matches/827bc8a4/Liverpool-Atalanta-November-25-2020-Champions-League,0.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-28,Sat,Premier League,Matchweek 10,Away,D 1–1,Liverpool,Brighton,N,RB,17,0,0,0,0,0,0,0,0,7.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,2.0,0.0,0.0,0.0,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,0.5,0.6666666666666666,0.4880952380952381
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-12-01,Tue,Champions Lg,Group stage,Home,W 1–0,eng Liverpool,nl Ajax,Y,"RM,LM",90,1,0,0,0,4,2,0,0,54.0,0.0,1,0.0,0.6,0.6,0.0,3.0,0.0,30.0,38.0,78.9,6.0,34.0,5.0,3.0,2.0,/en/matches/912c702e/Liverpool-Ajax-December-1-2020-Champions-League,1.0,0.5,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-12-06,Sun,Premier League,Matchweek 11,Home,W 4–0,Liverpool,Wolves,Y,"LM,RM",90,0,0,0,0,1,1,0,0,94.0,3.0,0,0.0,0.0,0.0,0.0,2.0,0.0,77.0,83.0,92.8,9.0,68.0,2.0,2.0,1.0,/en/matches/25249736/Liverpool-Wolverhampton-Wanderers-December-6-2020-Premier-League,1.0,0.5,0.6428571428571427
