,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2022-08-07,Sun,PL2 — Div. 1,Matchweek 1,Away,W 3–0,Manchester City,Liverpool,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b351caca/Liverpool-U21-Manchester-City-U21-August-7-2022-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2022-08-14,Sun,PL2 — Div. 1,Matchweek 2,Home,W 3–1,Manchester City,Leicester City,Y,CB,82,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/209c7722/Manchester-City-U21-Leicester-City-U21-August-14-2022-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2022-08-21,Sun,PL2 — Div. 1,Matchweek 3,Home,D 0–0,Manchester City,Tottenham Hotspur,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7f5ab579/Manchester-City-U21-Tottenham-Hotspur-U21-August-21-2022-Premier-League-2----Division-1,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2022-08-26,Fri,PL2 — Div. 1,Matchweek 4,Away,D 2–2,Manchester City,Chelsea,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6c9523ef/Chelsea-U21-Manchester-City-U21-August-26-2022-Premier-League-2----Division-1,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,2022-09-16,Fri,Premier League,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,N,LB,45,0,0,0,0,0.0,0.0,0,0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,66.7,0.0,9.0,2.0,1.0,1.0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League,0.0,0.6666666666666666,0.2666666666666665
5,5,5,5,5,5,5,5,5,5,5,5,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–2,Southampton,Everton,Y,LB,59,0,0,0,0,0.0,0.0,0,0,42.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,33.0,75.8,2.0,13.0,6.0,2.0,1.0,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League,0.0,0.3333333333333333,0.6111111111111112
6,6,6,6,6,6,6,6,6,6,6,6,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 0–4,Southampton,Manchester City,N,RB,12,0,0,0,0,0.0,0.0,0,0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,7.0,0.0,0.0,0.0,/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League,0.0,0.1666666666666666,0.8437499999999999
7,7,7,7,7,7,7,7,7,7,7,7,2022-10-19,Wed,Premier League,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,N,LB,3,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League,1.0,0.0,0.6444444444444445
8,8,8,8,8,8,8,8,8,8,8,8,2022-10-30,Sun,PL2 — Div. 2,Matchweek 10,Home,W 8–1,Southampton,Middlesbrough,Y,LB,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/2ee9b510/Southampton-U21-Middlesbrough-U21-October-30-2022-Premier-League-2----Division-2,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2022-11-06,Sun,Premier League,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,Y,RB,33,0,0,0,0,0.0,0.0,0,0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,2.0,6.0,2.0,1.0,1.0,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League,0.0,0.6666666666666666,0.9270833333333334
10,10,10,10,10,10,10,10,10,10,10,10,2023-03-03,Fri,PL2 — Div. 2,Matchweek 18,Home,L 0–2,Southampton,Nottingham Forest,Y,LB,11,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8e5dd2f4/Southampton-U21-Nottingham-Forest-U21-March-3-2023-Premier-League-2----Division-2,0.0,0.6666666666666666,0.5
