,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,Premier League,Matchweek 1,Away,W 2–1,Brighton,Burnley,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sat,Premier League,Matchweek 2,Home,W 2–0,Brighton,Watford,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tue,EFL Cup,Second round,Away,W 2–0,Brighton,Cardiff City,Y,AM,67,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
3,Sat,Premier League,Matchweek 3,Home,L 0–2,Brighton,Everton,N,LM,18,0,0,0,0,1,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,14,17,82.4,1,16,1,0,0,Match Report
4,Sat,Premier League,Matchweek 4,Away,W 1–0,Brighton,Brentford,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sun,Premier League,Matchweek 5,Home,W 2–1,Brighton,Leicester City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Wed,EFL Cup,Third round,Home,W 2–0,Brighton,Swansea City,Y,RM,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
7,Mon,Premier League,Matchweek 6,Away,D 1–1,Brighton,Crystal Palace,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sat,Premier League,Matchweek 7,Home,D 0–0,Brighton,Arsenal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sat,Premier League,Matchweek 9,Home,L 1–4,Brighton,Manchester City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sat,Premier League,Matchweek 11,Home,D 1–1,Brighton,Newcastle Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat,Premier League,Matchweek 12,Away,L 0–2,Brighton,Aston Villa,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sat,Premier League,Matchweek 13,Home,D 0–0,Brighton,Leeds United,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sat,Premier League,Matchweek 15,Away,D 1–1,Brighton,Southampton,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Wed,Premier League,Matchweek 17,Home,L 0–1,Brighton,Wolves,N,CM,7,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,7,10,70.0,2,10,0,1,0,Match Report
18,Sun,Premier League,Matchweek 19,Home,W 2–0,Brighton,Brentford,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Wed,Premier League,Matchweek 20,Away,D 1–1,Brighton,Chelsea,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sun,Premier League,Matchweek 21,Away,W 3–2,Brighton,Everton,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sat,Championship,Matchweek 35,Home,L 0–2,Birmingham City,Huddersfield,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sun,PL2 — Div. 2,Matchweek 21,Home,W 4–2,Birmingham City,Middlesbrough,Y,CM,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
23,Sat,Championship,Matchweek 36,Away,W 2–1,Birmingham City,Bristol City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sat,Championship,Matchweek 37,Home,D 0–0,Birmingham City,Hull City,N,CM,22,0,0,0,0,0,0,0,0,13,3,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,10,0,2,1,Match Report
25,Tue,Championship,Matchweek 38,Home,L 0–2,Birmingham City,Middlesbrough,Y,"CM,RM",54,0,0,0,0,1,0,0,0,25,2,0,1,0.2,0.2,0.0,0,0,10,16,62.5,1,16,2,2,0,Match Report
26,Sat,Championship,Matchweek 39,Away,D 0–0,Birmingham City,Swansea City,N,CM,16,0,0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,4,1,0,0,Match Report
27,Sun,Championship,Matchweek 40,Home,W 1–0,Birmingham City,West Brom,N,RW,35,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,2,1,1,0,Match Report
28,Sat,Championship,Matchweek 41,Away,L 0–2,Birmingham City,Nott'ham Forest,Y,FW,81,0,0,0,0,1,1,0,0,24,0,0,0,0.1,0.1,0.0,1,0,15,18,83.3,8,21,5,3,2,Match Report
29,Fri,Championship,Matchweek 42,Home,L 2–4,Birmingham City,Coventry City,N,RM,15,0,0,0,0,1,0,1,0,18,0,0,0,0.0,0.0,0.0,0,0,6,12,50.0,1,13,1,4,1,Match Report
30,,,,,4-2-5,,,5/11,,450,1,0,0,0,8,1,1,0,126,9,1,1,0.4,0.4,0.0,2,0,65,92,70.7,13,92,11,13,4,
