,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-27,Tue,EFL Cup,Second round,Home,W 3–0,Watford,Coventry City,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c7a16180/Watford-Coventry-City-August-27-2019-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 0–8,Watford,Manchester City,Y*,CB,90,0,0,0,0,0,0,0,0,46.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,37.0,39.0,94.9,0.0,32.0,0.0,0.0,0.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,0.0,0.5,0.6071428571428571
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-10-29,Tue,EFL Cup,Fourth round,Away,L 0–2,Watford,Everton,Y,CB,90,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/bd7203ba/Everton-Watford-October-29-2019-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-11-02,Sat,Premier League,Matchweek 11,Home,L 1–2,Watford,Chelsea,N,CB,71,0,0,0,0,1,0,1,0,35.0,0.0,0,3.0,0.0,0.0,0.0,2.0,0.0,21.0,26.0,80.8,0.0,16.0,0.0,1.0,1.0,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League,0.0,0.3333333333333333,0.7619047619047619
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-11-08,Fri,Premier League,Matchweek 12,Away,W 2–0,Watford,Norwich City,N,CB,21,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,1.0,0.0,0.1547619047619046
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 0–3,Watford,Burnley,Y,CB,90,0,0,0,0,1,0,0,0,47.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,24.0,34.0,70.6,1.0,24.0,0.0,0.0,0.0,/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League,0.0,0.3333333333333333,0.4166666666666667
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-30,Sat,Premier League,Matchweek 14,Away,L 1–2,Watford,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,34.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,62.5,1.0,13.0,0.0,0.0,0.0,/en/matches/3f1fdbad/Southampton-Watford-November-30-2019-Premier-League,0.0,0.3333333333333333,0.3214285714285713
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 0–2,Watford,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,32.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,63.2,1.0,9.0,0.0,0.0,0.0,/en/matches/8b04b0d5/Leicester-City-Watford-December-4-2019-Premier-League,0.0,0.3333333333333333,0.9047619047619048
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-14,Sat,Premier League,Matchweek 17,Away,L 0–2,Watford,Liverpool,Y,RB,90,0,0,0,0,0,0,0,0,35.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,48.0,2.0,10.0,0.0,0.0,0.0,/en/matches/f33bb4b3/Liverpool-Watford-December-14-2019-Premier-League,0.0,0.0,0.9642857142857144
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-22,Sun,Premier League,Matchweek 18,Home,W 2–0,Watford,Manchester Utd,Y,RB,90,0,0,0,0,0,0,0,0,48.0,4.0,1,2.0,0.0,0.0,0.1,1.0,0.0,27.0,38.0,71.1,1.0,12.0,0.0,0.0,0.0,/en/matches/a58df282/Watford-Manchester-United-December-22-2019-Premier-League,1.0,0.0,0.8095238095238095
