,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2019-09-14,Sat,PL2 — Div. 1,Matchweek 5,Home,L 1–2,Manchester City,Wolves,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a3644dd2/Manchester-City-U23-Wolverhampton-Wanderers-U23-September-14-2019-Premier-League-2----Division-1,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,N,LB,45,0,0,0,0,0.0,0.0,1,0,44.0,0.0,2.0,0.0,0.0,0.0,0.6,3.0,0.0,30.0,39.0,76.9,3.0,36.0,0.0,1.0,1.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.5,0.369047619047619
2,2,2,2,2,2,2,2,2,2,2,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y,LB,59,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,N,LB,18,0,0,0,0,0.0,0.0,0,0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,6.0,1.0,1.0,1.0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,1.0,0.6666666666666666,0.858974358974359
4,4,4,4,4,4,4,4,4,4,4,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton,Y,LB,78,0,0,0,0,2.0,2.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 2–1,Manchester City,Southampton,Y,LB,90,0,0,0,0,0.0,0.0,0,0,119.0,1.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,84.0,112.0,75.0,10.0,81.0,14.0,0.0,0.0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,1.0,1.0,0.2738095238095237
6,6,6,6,6,6,6,6,6,6,6,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Manchester City,Liverpool,Y,LB,90,0,0,0,0,1.0,0.0,0,0,96.0,0.0,3.0,0.0,0.1,0.1,0.6,5.0,0.0,56.0,81.0,69.1,14.0,62.0,1.0,2.0,2.0,/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League,0.0,1.0,0.9523809523809524
7,7,7,7,7,7,7,7,7,7,7,2019-11-26,Tue,Champions Lg,Group stage,Home,D 1–1,eng Manchester City,ua Shakhtar,Y,LB,90,0,0,0,0,1.0,0.0,0,0,88.0,3.0,1.0,0.0,0.0,0.0,0.1,4.0,0.0,70.0,82.0,85.4,5.0,67.0,2.0,1.0,0.0,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,2019-12-03,Tue,Premier League,Matchweek 15,Away,W 4–1,Manchester City,Burnley,Y,LB,90,0,0,0,0,2.0,0.0,0,0,106.0,1.0,1.0,0.0,0.1,0.1,0.2,4.0,0.0,76.0,95.0,80.0,8.0,72.0,3.0,1.0,0.0,/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,1.0,0.5,0.5476190476190477
9,9,9,9,9,9,9,9,9,9,9,2019-12-07,Sat,Premier League,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd,Y,LB,90,0,0,0,0,2.0,0.0,0,0,104.0,3.0,2.0,0.0,0.1,0.1,0.0,1.0,0.0,80.0,95.0,84.2,6.0,76.0,2.0,0.0,0.0,/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League,0.0,0.5,0.630952380952381
10,10,10,10,10,10,10,10,10,10,10,2019-12-18,Wed,EFL Cup,Quarter-finals,Away,W 3–1,Manchester City,Oxford United,Y,FW,61,0,1,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/870681ba/Oxford-United-Manchester-City-December-18-2019-EFL-Cup,1.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,2020-01-04,Sat,FA Cup,Third round,Home,W 4–1,Manchester City,Port Vale,Y,LB,90,0,1,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c7efbaec/Manchester-City-Port-Vale-January-4-2020-FA-Cup,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,2020-01-26,Sun,FA Cup,Fourth round,Home,W 4–0,Manchester City,Fulham,Y,LB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b1220a0a/Manchester-City-Fulham-January-26-2020-FA-Cup,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,2020-02-04,Tue,DFB-Pokal,Round of 16,Away,L 1–3,RB Leipzig,Eint Frankfurt,Y,LB,90,0,1,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/1db48974/Eintracht-Frankfurt-RB-Leipzig-February-4-2020-DFB-Pokal,0.0,1.0,0.5
