,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 1–3,Southampton,Everton,Y,LB,82,0,0,0,0,0,0,0,0,51.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,21.0,39.0,53.8,1.0,15.0,0.0,1.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,0.0,0.5,0.5476190476190477
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,D 1–1,Southampton,Manchester Utd,Y,LB,78,0,0,0,0,0,0,0,0,30.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,10.0,23.0,43.5,1.0,9.0,2.0,0.0,0.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5833333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-11,Sat,Premier League,Matchweek 4,Home,D 0–0,Southampton,West Ham,Y,LB,90,0,0,0,0,0,0,0,0,49.0,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,24.0,41.0,58.5,1.0,24.0,1.0,0.0,0.0,/en/matches/ddff1858/Southampton-West-Ham-United-September-11-2021-Premier-League,0.5,0.5,0.7051282051282051
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-18,Sat,Premier League,Matchweek 5,Away,D 0–0,Southampton,Manchester City,N,LB,5,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,1.0,1.0,0.0,0.0,/en/matches/1576c578/Manchester-City-Southampton-September-18-2021-Premier-League,0.5,0.3333333333333333,0.7976190476190476
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-21,Tue,EFL Cup,Third round,Away,D 2 (4)–2 (2),Southampton,Sheffield Utd,Y,LB,120,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0d6f7957/Sheffield-United-Southampton-September-21-2021-EFL-Cup,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 1–0,Southampton,Leeds United,Y,LB,90,0,0,0,0,1,0,0,0,43.0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,22.0,33.0,66.7,1.0,19.0,2.0,2.0,1.0,/en/matches/8bde822c/Southampton-Leeds-United-October-16-2021-Premier-League,1.0,0.5,0.6071428571428571
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-23,Sat,Premier League,Matchweek 9,Home,D 2–2,Southampton,Burnley,Y,LB,90,0,0,0,0,1,0,0,0,48.0,2.0,0,1.0,0.0,0.0,0.1,1.0,0.0,25.0,38.0,65.8,4.0,28.0,1.0,0.0,0.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.6666666666666666,0.4285714285714285
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-11-27,Sat,Premier League,Matchweek 13,Away,L 0–4,Southampton,Liverpool,Y,"LM,LB",87,0,0,0,0,1,0,0,0,51.0,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,44.1,3.0,23.0,2.0,2.0,0.0,/en/matches/aa9b882d/Liverpool-Southampton-November-27-2021-Premier-League,0.0,0.6666666666666666,0.8452380952380952
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-12-28,Tue,Premier League,Matchweek 20,Home,D 1–1,Southampton,Tottenham,Y,LB,90,0,0,0,0,1,0,0,0,56.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,28.0,48.0,58.3,3.0,32.0,4.0,1.0,1.0,/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League,0.5,0.5,0.7976190476190476
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-01-08,Sat,FA Cup,Third round proper,Away,W 3–2,Southampton,Swansea City,Y,LB,120,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/19af61c5/Swansea-City-Southampton-January-8-2022-FA-Cup,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-01-11,Tue,Premier League,Matchweek 18,Home,W 4–1,Southampton,Brentford,Y,WB,90,0,0,0,0,2,1,0,0,40.0,0.0,1,2.0,0.1,0.1,0.0,0.0,0.0,19.0,30.0,63.3,2.0,17.0,1.0,0.0,0.0,/en/matches/0859817d/Southampton-Brentford-January-11-2022-Premier-League,1.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-01-15,Sat,Premier League,Matchweek 22,Away,L 1–3,Southampton,Wolves,Y,WB,90,0,0,0,0,2,1,0,0,55.0,1.0,1,2.0,0.1,0.1,0.0,2.0,0.0,29.0,43.0,67.4,5.0,31.0,4.0,1.0,1.0,/en/matches/dd7b8b8b/Wolverhampton-Wanderers-Southampton-January-15-2022-Premier-League,0.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-01-22,Sat,Premier League,Matchweek 23,Home,D 1–1,Southampton,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,41.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,60.7,1.0,15.0,1.0,0.0,0.0,/en/matches/9bfa5945/Southampton-Manchester-City-January-22-2022-Premier-League,0.5,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-02-09,Wed,Premier League,Matchweek 24,Away,W 3–2,Southampton,Tottenham,Y,LB,90,0,1,0,0,1,0,1,0,76.0,1.0,1,1.0,0.0,0.0,0.3,1.0,1.0,44.0,62.0,71.0,7.0,39.0,1.0,3.0,1.0,/en/matches/0613df22/Tottenham-Hotspur-Southampton-February-9-2022-Premier-League,1.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-02-12,Sat,Premier League,Matchweek 25,Away,D 1–1,Southampton,Manchester Utd,Y,LB,90,0,0,0,0,1,1,0,0,42.0,2.0,0,3.0,0.1,0.1,0.0,3.0,1.0,28.0,35.0,80.0,1.0,26.0,1.0,2.0,1.0,/en/matches/d15dca2c/Manchester-United-Southampton-February-12-2022-Premier-League,0.5,0.5,0.5
