,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2020-09-27,Sun,Premier League,Matchweek 3,Away,L 0–4,Wolves,West Ham,N,RM,18,0,0,0,0,0,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,17.0,21.0,81.0,2.0,12.0,0.0,0.0,0.0,/en/matches/a223dd70/West-Ham-United-Wolverhampton-Wanderers-September-27-2020-Premier-League,0.0,0.5,0.4761904761904762
1,1,1,1,1,1,1,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 1–0,Wolves,Fulham,N,WB,13,0,0,0,0,0,0,0,0,9.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,0.0,0.0,0.0,/en/matches/8f989671/Wolverhampton-Wanderers-Fulham-October-4-2020-Premier-League,1.0,0.5,0.3333333333333333
2,2,2,2,2,2,2,2020-12-29,Tue,Premier League,Matchweek 16,Away,L 0–1,Wolves,Manchester Utd,Y,WB,90,0,0,0,0,0,0,0,0,80.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,53.0,67.0,79.1,3.0,49.0,7.0,2.0,0.0,/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League,0.0,0.5,0.7976190476190476
3,3,3,3,3,3,3,2021-01-08,Fri,FA Cup,Third round proper,Home,W 1–0,Wolves,Crystal Palace,N,,6,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2e19090f/Wolverhampton-Wanderers-Crystal-Palace-January-8-2021-FA-Cup,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,2021-01-12,Tue,Premier League,Matchweek 18,Home,L 1–2,Wolves,Everton,N,RW,27,0,0,0,0,0,0,1,0,22.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,13.0,19.0,68.4,1.0,15.0,0.0,0.0,0.0,/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,2021-01-22,Fri,FA Cup,Fourth round proper,Away,W 1–0,Wolves,Chorley,Y,DM,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ee707bee/Chorley-Wolverhampton-Wanderers-January-22-2021-FA-Cup,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,2021-01-27,Wed,Premier League,Matchweek 20,Away,D 0–0,Wolves,Chelsea,N,"WB,RM,RB",45,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,61.5,2.0,7.0,0.0,2.0,2.0,/en/matches/42eeae0e/Chelsea-Wolverhampton-Wanderers-January-27-2021-Premier-League,0.5,0.6666666666666666,0.5
7,7,7,7,7,7,7,2021-01-30,Sat,Premier League,Matchweek 21,Away,L 0–1,Wolves,Crystal Palace,Y,WB,62,0,0,0,0,0,0,0,0,47.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,73.2,1.0,26.0,2.0,1.0,0.0,/en/matches/111bd050/Crystal-Palace-Wolverhampton-Wanderers-January-30-2021-Premier-League,0.0,0.5,0.5
8,8,8,8,8,8,8,2021-02-07,Sun,Premier League,Matchweek 23,Home,D 0–0,Wolves,Leicester City,N,LM,45,0,0,0,0,1,0,0,0,34.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,29.0,69.0,1.0,14.0,1.0,3.0,2.0,/en/matches/dca0be20/Wolverhampton-Wanderers-Leicester-City-February-7-2021-Premier-League,0.5,0.5,0.5
9,9,9,9,9,9,9,2021-02-11,Thu,FA Cup,Fifth round proper,Home,L 0–2,Wolves,Southampton,Y,RM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/58a6c558/Wolverhampton-Wanderers-Southampton-February-11-2021-FA-Cup,0.0,0.3333333333333333,0.5
