,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-08-23,Tue,EFL Cup,Second round,Away,W 1–0,Everton,Fleetwood Town,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2baf1ea7/Fleetwood-Town-Everton-August-23-2022-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,2022-08-27,Sat,Premier League,Matchweek 4,Away,D 1–1,Everton,Brentford,N,CB,23,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/db59fc65/Brentford-Everton-August-27-2022-Premier-League,0.5,0.5,0.5833333333333333
2,2,2,2,2,2022-11-08,Tue,EFL Cup,Third round,Away,L 1–4,Everton,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9900f678/Bournemouth-Everton-November-8-2022-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,2023-03-01,Wed,Premier League,Matchweek 7,Away,L 0–4,Everton,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,32.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,1.0,14.0,0.0,1.0,1.0,/en/matches/705a2f3c/Arsenal-Everton-March-1-2023-Premier-League,0.0,0.5,0.5
4,4,4,4,4,2023-03-05,Sun,Premier League,Matchweek 26,Away,D 2–2,Everton,Nott'ham Forest,Y,CB,90,0,1,0,0,1,0,0,0,37.0,0.0,0,0.0,0.1,0.1,0.3,2.0,1.0,12.0,24.0,50.0,3.0,13.0,0.0,0.0,0.0,/en/matches/ec770341/Nottingham-Forest-Everton-March-5-2023-Premier-League,0.5,0.1666666666666666,0.5
5,5,5,5,5,2023-03-11,Sat,Premier League,Matchweek 27,Home,W 1–0,Everton,Brentford,Y,CB,90,0,0,0,0,3,1,0,0,42.0,1.0,1,0.0,0.2,0.2,0.0,0.0,0.0,20.0,28.0,71.4,2.0,17.0,0.0,0.0,0.0,/en/matches/980f57d4/Everton-Brentford-March-11-2023-Premier-League,1.0,0.1666666666666666,0.5
6,6,6,6,6,2023-03-18,Sat,Premier League,Matchweek 28,Away,D 2–2,Everton,Chelsea,Y,CB,90,0,0,0,0,1,0,0,0,51.0,1.0,1,1.0,0.4,0.4,0.0,0.0,0.0,27.0,36.0,75.0,1.0,17.0,0.0,0.0,0.0,/en/matches/9453dba7/Chelsea-Everton-March-18-2023-Premier-League,0.5,0.5,0.5
7,7,7,7,7,2023-04-03,Mon,Premier League,Matchweek 29,Home,D 1–1,Everton,Tottenham,Y,CB,90,1,0,0,0,3,2,0,0,47.0,0.0,0,1.0,0.2,0.2,0.0,2.0,0.0,33.0,36.0,91.7,3.0,31.0,0.0,1.0,0.0,/en/matches/c00d9a22/Everton-Tottenham-Hotspur-April-3-2023-Premier-League,0.5,0.6666666666666666,0.5
8,8,8,8,8,2023-04-08,Sat,Premier League,Matchweek 30,Away,L 0–2,Everton,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,49.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,42.0,73.8,1.0,28.0,0.0,0.0,0.0,/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League,0.0,0.6666666666666666,0.5
9,9,9,9,9,2023-04-15,Sat,Premier League,Matchweek 31,Home,L 1–3,Everton,Fulham,Y,CB,90,0,0,0,0,1,1,0,0,66.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,66.7,5.0,37.0,1.0,2.0,2.0,/en/matches/ecae749b/Everton-Fulham-April-15-2023-Premier-League,0.0,0.3333333333333333,0.5
