,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
20,20,20,20,20,20,20,20,20,20,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,W 4–0,eng Manchester Utd,es Real Sociedad,Y,LB,90,0,0,0,0,0,0,0,0,69.0,3.0,2,1.0,0.0,0.0,0.0,2.0,0.0,40.0,58.0,69.0,5.0,26.0,1.0,1.0,0.0,/en/matches/905b5745/Real-Sociedad-Manchester-United-February-18-2021-Europa-League,1.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,D 0–0,eng Manchester Utd,es Real Sociedad,Y,LB,90,0,0,0,0,0,0,0,0,68.0,1.0,1,1.0,0.0,0.0,0.1,3.0,0.0,48.0,59.0,81.4,7.0,24.0,2.0,1.0,1.0,/en/matches/be78aee3/Manchester-United-Real-Sociedad-February-25-2021-Europa-League,0.5,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,2021-03-11,Thu,Europa Lg,Round of 16,Home,D 1–1,eng Manchester Utd,it Milan,Y,LB,90,0,0,0,0,2,0,0,0,71.0,2.0,1,1.0,0.1,0.1,0.1,3.0,0.0,44.0,58.0,75.9,4.0,45.0,3.0,2.0,0.0,/en/matches/277f9a5b/Manchester-United-Milan-March-11-2021-Europa-League,0.5,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,2021-03-21,Sun,FA Cup,Quarter-finals,Away,L 1–3,Manchester Utd,Leicester City,Y,LB,63,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/b4711cf6/Leicester-City-Manchester-United-March-21-2021-FA-Cup,0.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,2021-04-08,Thu,Europa Lg,Quarter-finals,Away,W 2–0,eng Manchester Utd,es Granada,N,LB,45,0,0,0,0,0,0,0,0,34.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,57.1,2.0,9.0,0.0,0.0,0.0,/en/matches/60009c00/Granada-Manchester-United-April-8-2021-Europa-League,1.0,0.3333333333333333,0.5
25,25,25,25,25,25,25,25,25,25,2021-04-15,Thu,Europa Lg,Quarter-finals,Home,W 2–0,eng Manchester Utd,es Granada,Y,LB,90,0,0,0,0,0,0,0,0,72.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,63.0,79.4,4.0,36.0,4.0,1.0,1.0,/en/matches/e0a56f66/Manchester-United-Granada-April-15-2021-Europa-League,1.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,2021-05-06,Thu,Europa Lg,Semi-finals,Away,L 2–3,eng Manchester Utd,it Roma,N,LB,45,0,0,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,37.0,83.8,4.0,15.0,2.0,0.0,0.0,/en/matches/8d7537d2/Roma-Manchester-United-May-6-2021-Europa-League,0.0,0.6666666666666666,0.5
27,27,27,27,27,27,27,27,27,27,2021-05-11,Tue,Premier League,Matchweek 36,Home,L 1–2,Manchester Utd,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,84.0,5.0,3,3.0,0.0,0.0,0.1,2.0,0.0,57.0,70.0,81.4,6.0,35.0,3.0,3.0,2.0,/en/matches/855994bf/Manchester-United-Leicester-City-May-11-2021-Premier-League,0.0,0.6666666666666666,0.5
28,28,28,28,28,28,28,28,28,28,2021-05-23,Sun,Premier League,Matchweek 38,Away,W 2–1,Manchester Utd,Wolves,Y,LB,90,0,0,0,0,1,0,0,0,66.0,1.0,5,0.0,0.0,0.0,0.1,3.0,1.0,45.0,53.0,84.9,5.0,37.0,2.0,1.0,0.0,/en/matches/2c081c94/Wolverhampton-Wanderers-Manchester-United-May-23-2021-Premier-League,1.0,0.3333333333333333,0.5
29,29,29,29,29,29,29,29,29,29,2021-05-26,Wed,Europa Lg,Final,Away,D 1 (10)–1 (11),eng Manchester Utd,es Villarreal,N,"RB,DM",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/efe255bf/Villarreal-Manchester-United-May-26-2021-Europa-League,0.5,0.3333333333333333,0.5
