,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2022-08-06,Sat,Premier League,Matchweek 1,Home,W 2–1,Leeds United,Wolves,Y,DM,90,0,0,0,0,1,0,1,0,49,4,1,1,0.0,0.0,0.0,1,0,29,34,85.3,3,22,0,0,https://fbref.com/en/matches/82702941/Leeds-United-Wolverhampton-Wanderers-August-6-2022-Premier-League,433,153,0.0,1,2,0,0,32,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,1,0,60.0,2,1,5,2,0,2,0,,0,,0,1,1,23,3,0,2,0,0,0,8,0,
1,2022-08-13,Sat,Premier League,Matchweek 2,Away,D 2–2,Leeds United,Southampton,Y,DM,90,0,0,0,0,0,0,0,0,63,5,1,2,0.0,0.0,0.0,1,0,38,53,71.7,2,34,0,0,https://fbref.com/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League,567,175,0.0,0,2,0,0,49,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,1,40.0,3,1,6,1,0,2,0,,0,,0,3,1,32,1,0,1,0,0,0,7,0,0.0
2,2022-08-21,Sun,Premier League,Matchweek 3,Home,W 3–0,Leeds United,Chelsea,Y,DM,90,0,0,0,0,1,0,0,0,59,4,3,6,0.0,0.0,0.1,1,0,35,42,83.3,4,22,0,0,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,604,181,0.0,2,3,1,0,37,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,80.0,1,5,7,2,0,1,0,0.0,0,0.0,0,1,0,26,0,0,3,0,0,0,5,0,0.0
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 0–1,Leeds United,Brighton,Y,DM,90,0,0,0,0,0,0,0,0,72,4,0,0,0.0,0.0,0.0,3,0,49,60,81.7,7,33,2,0,https://fbref.com/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League,710,179,0.0,1,8,0,0,58,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,3,1,0,50.0,1,0,4,1,0,2,1,,0,,0,2,2,43,1,0,4,0,0,0,4,1,33.3
5,2022-08-30,Tue,Premier League,Matchweek 5,Home,D 1–1,Leeds United,Everton,Y,DM,90,0,0,0,0,0,0,1,0,100,4,2,2,0.0,0.0,0.0,0,0,77,88,87.5,10,67,3,2,https://fbref.com/en/matches/42d294e5/Leeds-United-Everton-August-30-2022-Premier-League,1347,258,0.1,0,3,1,0,82,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,60.0,2,1,6,1,0,3,0,100.0,0,0.0,0,1,0,68,2,0,0,0,0,0,7,1,100.0
6,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 2–5,Leeds United,Brentford,Y,DM,90,0,0,0,0,0,0,0,0,105,7,1,1,0.0,0.0,0.1,6,0,80,92,87.0,10,52,4,0,https://fbref.com/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League,1220,382,0.1,4,6,2,0,87,5,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,4,1,6,0,100.0,0,1,8,0,0,0,0,0.0,3,100.0,0,1,0,69,1,0,1,0,0,0,13,1,50.0
7,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,L 0–2,us United States,jp Japan,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/676aab42/Japan-United-States-September-23-2022-Friendlies-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
8,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,D 0–0,us United States,sa Saudi Arabia,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/56bde19a/Saudi-Arabia-United-States-September-27-2022-Friendlies-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
9,2022-10-02,Sun,Premier League,Matchweek 9,Home,D 0–0,Leeds United,Aston Villa,Y,"DM,CM",90,0,0,0,0,0,0,0,0,54,1,1,5,0.0,0.0,0.0,1,0,35,43,81.4,5,23,0,0,https://fbref.com/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League,533,183,0.0,0,2,0,0,39,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,4,2,0,0,2,0,,0,,0,2,0,29,1,0,2,0,0,0,6,0,
