,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,N,LB,1,0,0,0,0,0,0,0,0,6.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,WB,90,0,1,0,0,1,0,0,0,81.0,3.0,0,1.0,0.0,0.0,0.1,2.0,1.0,56.0,65.0,86.2,2.0,35.0,0.0,1.0,0.0,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,1.0,0.5,0.6428571428571429
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-17,Tue,Champions Lg,Group stage,Home,L 0–1,eng Chelsea,es Valencia,Y,WB,90,0,0,0,0,4,3,0,0,70.0,2.0,0,0.0,0.2,0.2,0.1,3.0,0.0,53.0,60.0,88.3,1.0,40.0,3.0,0.0,0.0,/en/matches/8c3140a0/Chelsea-Valencia-September-17-2019-Champions-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-22,Sun,Premier League,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,N,LB,76,0,0,0,0,1,0,1,0,90.0,1.0,4,1.0,0.0,0.0,0.4,4.0,0.0,55.0,75.0,73.3,1.0,48.0,6.0,0.0,0.0,/en/matches/02e3ae79/Chelsea-Liverpool-September-22-2019-Premier-League,0.0,0.6666666666666666,0.5833333333333333
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-25,Wed,EFL Cup,Third round,Home,W 7–1,Chelsea,Grimsby Town,Y,LB,65,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5586d94d/Chelsea-Grimsby-Town-September-25-2019-EFL-Cup,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Chelsea,Brighton,Y,LB,90,0,0,0,0,1,0,1,0,82.0,0.0,1,1.0,0.5,0.5,0.5,3.0,1.0,61.0,73.0,83.6,6.0,48.0,3.0,1.0,1.0,/en/matches/1d4b5564/Chelsea-Brighton-and-Hove-Albion-September-28-2019-Premier-League,1.0,0.3333333333333333,0.4285714285714285
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-02,Wed,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,fr Lille,Y,"WB,LB",90,0,0,0,0,3,0,0,0,101.0,1.0,1,1.0,0.2,0.2,0.1,1.0,0.0,67.0,87.0,77.0,3.0,54.0,0.0,3.0,2.0,/en/matches/e95c1aa2/Lille-Chelsea-October-2-2019-Champions-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-06,Sun,Premier League,Matchweek 8,Away,W 4–1,Chelsea,Southampton,Y,LB,90,0,1,0,0,0,0,0,0,77.0,5.0,1,1.0,0.0,0.0,0.0,1.0,1.0,50.0,63.0,79.4,5.0,44.0,3.0,2.0,1.0,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League,1.0,1.0,0.4285714285714285
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 1–0,Chelsea,Newcastle Utd,Y,LB,90,1,0,0,0,2,2,1,0,101.0,3.0,0,2.0,0.1,0.1,0.0,3.0,0.0,68.0,84.0,81.0,1.0,62.0,5.0,0.0,0.0,/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,1.0,1.0,0.5238095238095238
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-23,Wed,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,nl Ajax,Y,"LB,WB",90,0,0,0,0,2,0,0,0,82.0,0.0,1,0.0,0.1,0.1,0.0,2.0,0.0,53.0,70.0,75.7,8.0,50.0,3.0,0.0,0.0,/en/matches/b2a13253/Ajax-Chelsea-October-23-2019-Champions-League,1.0,1.0,0.5
