,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2020-09-05,Sat,UEFA Nations League,League A,Home,L 0–1,se Sweden,fr France,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/aa3c0a8a/Sweden-France-September-5-2020-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,2020-09-08,Tue,UEFA Nations League,League A,Home,L 0–2,se Sweden,pt Portugal,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b5ed15d6/Sweden-Portugal-September-8-2020-UEFA-Nations-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2020-10-11,Sun,UEFA Nations League,League A,Away,L 1–2,se Sweden,hr Croatia,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/cf186f77/Croatia-Sweden-October-11-2020-UEFA-Nations-League,0.0,0.5,0.5
3,3,3,3,3,3,3,2020-10-14,Wed,UEFA Nations League,League A,Away,L 0–3,se Sweden,pt Portugal,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/cd9a6901/Portugal-Sweden-October-14-2020-UEFA-Nations-League,0.0,0.0,0.5
4,4,4,4,4,4,4,2020-11-01,Sun,Premier League,Matchweek 7,Away,L 1–2,Everton,Newcastle Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,21.0,90.5,0.0,11.0,0.0,0.0,0.0,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,0.0,0.0,0.4404761904761905
5,5,5,5,5,5,5,2020-11-14,Sat,UEFA Nations League,League A,Home,W 2–1,se Sweden,hr Croatia,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3ce36846/Sweden-Croatia-November-14-2020-UEFA-Nations-League,1.0,0.0,0.5
6,6,6,6,6,6,6,2020-11-17,Tue,UEFA Nations League,League A,Away,L 2–4,se Sweden,fr France,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a1b49c12/France-Sweden-November-17-2020-UEFA-Nations-League,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,2020-12-16,Wed,Premier League,Matchweek 13,Away,W 2–0,Everton,Leicester City,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,53.1,0.0,12.0,0.0,0.0,0.0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League,1.0,0.3333333333333333,0.7948717948717949
8,8,8,8,8,8,8,2020-12-23,Wed,EFL Cup,Quarter-finals,Home,L 0–2,Everton,Manchester Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6b313389/Everton-Manchester-United-December-23-2020-EFL-Cup,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,2021-01-09,Sat,FA Cup,Third round proper,Home,W 2–1,Everton,Rotherham Utd,Y,GK,120,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/e562a9d8/Everton-Rotherham-United-January-9-2021-FA-Cup,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,2021-01-24,Sun,FA Cup,Fourth round proper,Home,W 3–0,Everton,Sheffield Weds,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/dcd059b7/Everton-Sheffield-Wednesday-January-24-2021-FA-Cup,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,2021-02-03,Wed,Premier League,Matchweek 22,Away,W 2–1,Everton,Leeds United,Y,GK,90,0,0,0,0,0.0,0.0,1,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,60.6,0.0,11.0,0.0,0.0,0.0,/en/matches/d9b96ee1/Leeds-United-Everton-February-3-2021-Premier-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,2021-02-06,Sat,Premier League,Matchweek 23,Away,D 3–3,Everton,Manchester Utd,Y,GK,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,75.8,0.0,16.0,0.0,0.0,0.0,/en/matches/6504b158/Manchester-United-Everton-February-6-2021-Premier-League,0.5,1.0,0.5
13,13,13,13,13,13,13,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 5–4,Everton,Tottenham,Y,GK,120,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/60e4ef9e/Everton-Tottenham-Hotspur-February-10-2021-FA-Cup,1.0,0.8333333333333334,0.5
14,14,14,14,14,14,14,2021-02-14,Sun,Premier League,Matchweek 24,Home,L 0–2,Everton,Fulham,Y,GK,90,0,0,0,0,0.0,0.0,0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,72.7,0.0,8.0,0.0,0.0,0.0,/en/matches/46f84386/Everton-Fulham-February-14-2021-Premier-League,0.0,0.8333333333333334,0.5
15,15,15,15,15,15,15,2021-04-05,Mon,Premier League,Matchweek 30,Home,D 1–1,Everton,Crystal Palace,Y,GK,90,0,0,0,0,0.0,0.0,0,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,26.0,80.8,0.0,14.0,0.0,0.0,0.0,/en/matches/66f16cd5/Everton-Crystal-Palace-April-5-2021-Premier-League,0.5,0.5,0.5
16,16,16,16,16,16,16,2021-04-12,Mon,Premier League,Matchweek 31,Away,D 0–0,Everton,Brighton,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,63.6,0.0,16.0,0.0,0.0,0.0,/en/matches/ac6ac8f8/Brighton-and-Hove-Albion-Everton-April-12-2021-Premier-League,0.5,0.5,0.5
17,17,17,17,17,17,17,2021-05-29,Sat,Friendlies (M),Friendlies (M),Home,W 2–0,se Sweden,fi Finland,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/fb7b4d36/Sweden-Finland-May-29-2021-Friendlies-M,1.0,0.3333333333333333,0.5
18,18,18,18,18,18,18,2021-06-05,Sat,Friendlies (M),Friendlies (M),Home,W 3–1,se Sweden,am Armenia,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3075b666/Sweden-Armenia-June-5-2021-Friendlies-M,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,2021-06-14,Mon,UEFA Euro,Group stage,Neutral,D 0–0,se Sweden,es Spain,Y,GK,90,0,0,0,0,0.0,0.0,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,20.7,0.0,17.0,0.0,0.0,0.0,/en/matches/107fd412/Spain-Sweden-June-14-2021-UEFA-Euro,0.5,0.8333333333333334,0.5
20,20,20,20,20,20,20,2021-06-18,Fri,UEFA Euro,Group stage,Neutral,W 1–0,se Sweden,sk Slovakia,Y,GK,90,0,0,0,0,0.0,0.0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,53.6,0.0,12.0,0.0,0.0,0.0,/en/matches/c6533f76/Sweden-Slovakia-June-18-2021-UEFA-Euro,1.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,2021-06-23,Wed,UEFA Euro,Group stage,Neutral,W 3–2,se Sweden,pl Poland,Y,GK,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,22.6,0.0,13.0,0.0,0.0,0.0,/en/matches/ee6087f4/Sweden-Poland-June-23-2021-UEFA-Euro,1.0,0.8333333333333334,0.5
22,22,22,22,22,22,22,2021-06-29,Tue,UEFA Euro,Round of 16,Neutral,L 1–2,se Sweden,ua Ukraine,Y,GK,120,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.0,78.8,0.0,19.0,0.0,0.0,0.0,/en/matches/e07bc7d3/Sweden-Ukraine-June-29-2021-UEFA-Euro,0.0,0.8333333333333334,0.5
