,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-04,Fri,Championship,Matchweek 1,Away,W 2–1,Southampton,Sheffield Weds,Y*,CM,90,0,1,0,0,4,2,0,0,123.0,1.0,1,1.0,0.2,0.2,0.3,5.0,1.0,96.0,113.0,85.0,11.0,50.0,3.0,1.0,1.0,/en/matches/bb5199b8/Sheffield-Wednesday-Southampton-August-4-2023-Championship,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,DM,80,0,2,0,0,1,0,0,0,36.0,2.0,1,1.0,0.0,0.0,0.2,2.0,2.0,22.0,26.0,84.6,3.0,12.0,0.0,0.0,0.0,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,CM,90,1,0,0,0,3,2,1,0,43.0,0.0,4,2.0,0.8,0.8,0.0,4.0,1.0,21.0,31.0,67.7,3.0,5.0,0.0,0.0,0.0,/en/matches/ba68d60c/Brighton-and-Hove-Albion-West-Ham-United-August-26-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,DM,90,0,1,0,0,0,0,0,0,87.0,1.0,1,2.0,0.0,0.0,0.2,3.0,1.0,68.0,81.0,84.0,5.0,47.0,1.0,2.0,2.0,/en/matches/e929e225/Luton-Town-West-Ham-United-September-1-2023-Premier-League,1.0,1.0,0.3958333333333333
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,West Ham,Manchester City,Y,"AM,DM",90,1,0,0,0,2,2,0,0,45.0,0.0,2,2.0,0.6,0.6,0.1,2.0,0.0,27.0,31.0,87.1,1.0,21.0,0.0,0.0,0.0,/en/matches/64c0a6e2/West-Ham-United-Manchester-City-September-16-2023-Premier-League,0.0,1.0,0.84375
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-21,Thu,Europa Lg,Group stage,Home,W 3–1,eng West Ham,rs TSC Bačka Top,Y,"DM,CM",90,0,2,0,0,1,0,0,0,81.0,1.0,0,0.0,0.1,0.1,0.6,9.0,3.0,68.0,78.0,87.2,8.0,49.0,0.0,0.0,0.0,/en/matches/c376e97b/West-Ham-United-TSC-Backa-Top-September-21-2023-Europa-League,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,West Ham,Liverpool,Y,"AM,DM",90,0,0,0,0,0,0,0,0,49.0,3.0,2,1.0,0.0,0.0,0.5,3.0,0.0,37.0,43.0,86.0,4.0,18.0,0.0,0.0,0.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,0.0,0.6666666666666666,0.9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,West Ham,Sheffield Utd,Y,"AM,DM,CM",90,0,0,0,0,2,2,0,0,79.0,2.0,1,3.0,0.1,0.1,0.6,8.0,0.0,62.0,68.0,91.2,1.0,40.0,2.0,0.0,0.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,1.0,0.3333333333333333,0.2604166666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-05,Thu,Europa Lg,Group stage,Away,W 2–1,eng West Ham,de Freiburg,Y,DM,89,0,1,0,0,1,1,0,0,54.0,0.0,2,0.0,0.0,0.0,0.4,3.0,1.0,39.0,48.0,81.3,5.0,24.0,1.0,0.0,0.0,/en/matches/734e1b51/Freiburg-West-Ham-United-October-5-2023-Europa-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,West Ham,Newcastle Utd,Y,DM,90,0,0,0,0,1,0,0,0,45.0,2.0,1,0.0,0.1,0.1,0.0,2.0,0.0,29.0,40.0,72.5,4.0,18.0,1.0,1.0,1.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,0.6666666666666666,0.9642857142857144
