,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Manchester City,Liverpool,Y,GK,120,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a0579b11/Liverpool-Manchester-City-August-4-2019-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,2019-09-05,Thu,Friendlies (M),Friendlies (M),Neutral,D 0–0,cl Chile,ar Argentina,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/02b99367/Chile-Argentina-September-5-2019-Friendlies-M,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2019-09-10,Tue,Friendlies (M),Friendlies (M),Away,L 1–2,cl Chile,hn Honduras,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/386e271c/Honduras-Chile-September-10-2019-Friendlies-M,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,2019-10-12,Sat,Friendlies (M),Friendlies (M),Away,D 0–0,cl Chile,co Colombia,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9f4d7176/Colombia-Chile-October-12-2019-Friendlies-M,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,2019-10-15,Tue,Friendlies (M),Friendlies (M),Home,W 3–2,cl Chile,gn Guinea,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0f4a1e37/Chile-Guinea-October-15-2019-Friendlies-M,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,2019-11-06,Wed,Champions Lg,Group stage,Away,D 1–1,eng Manchester City,it Atalanta,N,GK,35,0,0,0,0,0.0,0.0,0,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,0.0,10.0,0.0,0.0,0.0,/en/matches/26e8c7ea/Atalanta-Manchester-City-November-6-2019-Champions-League,0.5,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,2019-11-10,Sun,Premier League,Matchweek 12,Away,L 1–3,Manchester City,Liverpool,Y,GK,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35.0,88.6,0.0,22.0,0.0,0.0,0.0,/en/matches/47880eb7/Liverpool-Manchester-City-November-10-2019-Premier-League,0.0,0.8333333333333334,0.9523809523809524
9,9,9,9,9,9,9,9,9,2019-12-11,Wed,Champions Lg,Group stage,Away,W 4–1,eng Manchester City,hr Dinamo Zagreb,Y,GK,90,0,0,0,0,0.0,0.0,0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,93.8,0.0,27.0,0.0,0.0,0.0,/en/matches/06664f7a/Dinamo-Zagreb-Manchester-City-December-11-2019-Champions-League,1.0,0.5,0.5
10,10,10,10,10,10,10,10,10,2019-12-18,Wed,EFL Cup,Quarter-finals,Away,W 3–1,Manchester City,Oxford United,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/870681ba/Oxford-United-Manchester-City-December-18-2019-EFL-Cup,1.0,0.5,0.5
